166	346	1	886397596
298	474	4	884182806
200	222	5	876042340
210	40	3	891035994
167	486	4	892738452
63	277	4	875747401
160	234	5	876861185
246	201	5	884921594
242	1137	5	879741196
178	332	3	882823437
260	322	4	890618898
25	181	5	885853415
246	919	4	884920949
60	427	5	883326620
254	1444	3	886475558
42	403	3	881108684
8	338	4	879361873
162	25	4	877635573
62	498	4	879373848
62	382	3	879375537
90	382	5	891383835
160	174	5	876860807
168	151	5	884288058
264	200	5	886122352
194	385	2	879524643
250	264	3	878089182
293	471	3	888904884
216	658	3	880245029
174	368	1	886434402
82	1134	2	884714402
13	272	4	884538403
305	427	5	886323090
299	955	4	889502823
160	135	4	876860807
10	486	4	877886846
90	98	5	891383204
172	177	4	875537965
279	1336	1	875298353
268	1035	2	875542174
99	79	4	885680138
13	98	4	881515011
38	328	4	892428688
130	216	4	875216545
92	1079	3	886443455
1	61	4	878542420
92	77	3	875654637
232	483	5	888549622
194	181	3	879521396
269	127	4	891446165
6	14	5	883599249
194	1028	2	879541148
91	323	2	891438397
301	401	4	882078040
119	237	5	874775038
268	2	2	875744173
268	145	1	875744501
234	141	3	892334609
83	576	4	880308755
286	143	4	889651549
113	595	5	875936424
130	1014	3	876250718
189	520	5	893265380
301	79	5	882076403
1	189	3	888732928
33	872	3	891964230
95	135	3	879197562
200	304	5	876041644
23	323	2	874784266
301	227	3	882077222
112	903	1	892440172
308	1197	4	887739521
18	26	4	880129731
177	333	4	880130397
305	425	4	886324486
49	959	2	888068912
10	175	3	877888677
203	321	3	880433418
197	96	5	891409839
104	117	2	888465972
275	405	2	876197645
244	186	3	880605697
297	716	3	875239422
92	501	2	875653665
222	97	4	878181739
5	17	4	875636198
213	515	4	878870518
23	196	2	874786926
128	15	4	879968827
181	279	1	878962955
250	238	4	878089963
201	649	3	884114275
203	471	4	880434463
65	47	2	879216672
85	259	2	881705026
257	137	4	882049932
222	278	2	877563913
214	568	4	892668197
293	770	3	888906655
96	156	4	884402860
70	431	3	884150257
72	182	5	880036515
13	229	4	882397650
235	185	4	889655435
63	762	3	875747688
281	338	2	881200457
276	922	4	889174849
234	187	4	892079140
21	370	1	874951293
264	721	5	886123656
181	741	1	878962918
126	905	2	887855283
21	222	2	874951382
94	744	4	891721462
26	1015	3	891352136
138	484	4	879024127
222	812	2	881059117
69	240	3	882126156
279	399	4	875313859
171	292	4	891034835
245	181	4	888513664
107	333	3	891264267
246	561	1	884923445
244	17	2	880607205
306	235	4	876504354
222	26	3	878183043
13	809	4	882397582
7	497	4	891352134
95	1217	3	880572658
97	222	5	884238887
101	304	3	877135677
292	661	5	881105561
5	439	1	878844423
193	407	4	889127921
90	1198	5	891383866
48	609	4	879434819
22	128	5	878887983
222	49	3	878183512
244	707	4	880606243
279	586	4	892864663
15	25	3	879456204
181	870	2	878962623
13	823	5	882397833
