253	465	5	891628467
122	387	5	879270459
291	1042	4	874834944
119	392	4	886176814
308	1	4	887736532
50	246	3	877052329
157	274	4	886890835
284	304	4	885329322
81	432	2	876535131
59	196	5	888205088
13	526	3	882141053
167	232	1	892738341
246	416	3	884923047
194	165	4	879546723
241	690	2	887249482
293	5	3	888906576
225	237	5	879539643
299	229	3	878192429
87	1016	4	879876194
279	154	5	875296291
237	514	4	879376641
82	135	3	878769629
194	1211	2	879551380
43	14	2	883955745
57	419	3	883698454
85	427	3	879456350
213	273	5	878870987
121	514	3	891387947
5	2	3	875636053
72	48	4	880036718
13	360	4	882140926
15	405	2	879455957
251	748	2	886272175
181	220	4	878962392
305	471	4	886323648
148	408	5	877399018
97	228	5	884238860
90	347	4	891383319
110	688	1	886987605
54	106	3	880937882
87	554	4	879875940
286	171	4	877531791
229	328	1	891632142
178	568	4	882826555
62	65	4	879374686
207	591	3	876018608
250	7	4	878089716
268	930	2	875742942
66	258	4	883601089
233	202	5	879394264
307	89	5	879283786
264	813	4	886122952
158	177	4	880134407
302	322	2	879436875
23	385	4	874786462
42	546	3	881105817
296	508	5	884196584
302	303	2	879436785
244	673	3	880606667
16	705	5	877722736
187	64	5	879465631
128	204	4	879967478
184	153	3	889911285
54	595	3	880937813
94	343	4	891725009
301	191	3	882075672
222	724	3	878181976
218	430	3	877488316
104	984	1	888442575
90	1086	4	891384424
191	302	4	891560253
16	197	5	877726146
271	199	4	885848448
271	709	3	885849325
142	169	5	888640356
207	1115	2	879664906
94	1224	3	891722802
191	286	4	891560842
13	344	2	888073635
269	522	5	891447773
134	286	3	891732334
38	758	1	892434626
269	845	1	891456255
234	1451	3	892078343
102	823	3	888801465
13	186	4	890704999
236	71	3	890116671
256	781	5	882165296
263	176	5	891299752
109	631	3	880579371
160	460	2	876861185
13	498	4	882139901
125	163	5	879454956
239	56	4	889179478
60	60	5	883327734
286	288	5	875806672
250	596	5	878089921
91	480	4	891438875
7	430	3	891352178
189	526	4	893266205
264	294	3	886121516
184	187	4	889909024
92	168	4	875653723
8	550	3	879362356
303	200	4	879468459
117	150	4	880125101
254	229	4	886474580
45	25	4	881014015
308	427	4	887736584
109	8	3	880572642
198	58	3	884208173
230	680	4	880484286
192	1061	4	881368891
128	603	5	879966839
181	1015	1	878963121
13	864	4	882141924
230	742	5	880485043
294	931	3	889242857
298	181	4	884125629
283	1114	5	879297545
70	217	4	884151119
10	100	5	877891747
60	430	5	883326122
56	71	4	892683275
173	289	4	877556988
150	293	4	878746946
117	268	5	880124306
269	705	2	891448850
264	655	4	886123530
92	794	3	875654798
92	739	2	876175582
236	632	3	890116254
311	432	4	884365485
1	171	5	889751711
308	295	3	887741461
181	121	4	878962623
208	216	5	883108324
263	96	4	891298336
288	593	2	886892127
164	620	3	889402298
293	423	3	888906070
276	181	5	874786488
181	1060	1	878962675
262	28	3	879792220
234	81	3	892334680
235	230	4	889655162
7	661	5	891351624
85	51	2	879454782
286	99	4	878141681
224	69	4	888082495
221	1010	3	875246662
181	927	1	878962675
181	696	2	878962997
311	179	2	884365357
158	1098	4	880135069
47	324	3	879439078
16	194	5	877720733
303	161	5	879468547
254	378	3	886474396
90	923	5	891383912
109	475	1	880563641
21	447	5	874951695
25	222	4	885852817
89	216	5	879459859
85	1065	3	879455021
215	421	4	891435704
224	178	4	888082468
5	110	1	875636493
83	281	5	880307072
287	926	4	875334340
180	202	3	877128388
17	13	3	885272654
148	1	4	877019411
99	873	1	885678436
201	518	4	884112201
296	228	4	884197264
194	77	3	879527421
70	1133	3	884151344
65	125	4	879217509
174	660	5	886514261
56	222	5	892679439
239	9	5	889180446
84	121	4	883452307
124	496	1	890286933
25	501	3	885852301
293	380	2	888907527
109	97	3	880578711
181	334	1	878961749
78	255	4	879633745
308	59	4	887737647
297	234	3	875239018
8	50	5	879362124
312	692	4	891699426
291	376	3	875086534
7	644	5	891351685
276	419	5	874792907
102	524	3	888803537
268	298	3	875742647
286	44	3	877532173
297	233	2	875239914
85	25	2	879452769
42	98	4	881106711
217	27	1	889070011
200	892	4	884127082
296	222	5	884196640
256	472	4	882152471
128	182	4	879967225
7	171	3	891351287
172	220	4	875537441
59	235	1	888203658
207	65	3	878104594
233	177	4	877661496
22	241	3	878888025
21	948	1	874951054
206	302	5	888180227
234	147	3	892335372
94	155	2	891723807
82	194	4	878770027
116	331	3	876451911
94	24	4	885873423
174	402	5	886513729
161	168	1	891171174
285	150	5	890595636
42	953	2	881108815
37	403	5	880915942
3	335	1	889237269
56	869	3	892683895
158	24	4	880134261
188	96	5	875073128
298	625	4	884183406
254	230	4	886472400
16	209	5	877722736
151	12	5	879524368
104	287	2	888465347
230	419	4	880484587
56	450	3	892679374
94	651	5	891725332
279	89	4	875306910
234	228	3	892079190
79	1161	2	891271697
144	831	3	888104805
138	517	4	879024279
24	763	5	875322875
279	1162	3	875314334
101	596	3	877136564
54	676	5	880935294
109	1012	4	880564570
207	25	4	876079113
92	1209	1	875660468
58	709	5	884304812
244	662	3	880606533
276	568	4	882659211
125	134	5	879454532
207	1350	2	877878772
5	363	3	875635225
38	161	5	892432062
59	418	2	888205188
7	674	2	891352659
268	1041	1	875743735
312	573	5	891712535
308	215	3	887737483
234	1397	4	892334976
117	15	5	880125887
246	239	3	884921380
59	54	4	888205921
216	196	5	880245145
144	153	5	888105823
94	471	4	891721642
125	657	3	892836422
1	113	5	878542738
279	746	5	875310233
184	191	4	889908716
62	288	2	879371909
280	127	5	891702544
48	680	3	879434330
85	604	4	882995132
288	527	3	886373565
11	38	3	891905936
181	1010	1	878962774
22	258	5	878886261
269	1165	1	891446904
290	132	3	880473993
116	255	3	876452524
184	86	5	889908694
176	327	3	886047176
257	1260	2	880496892
311	386	3	884365747
158	510	3	880134296
279	144	4	880850073
145	22	5	875273021
109	258	5	880562908
117	758	2	881011217
112	327	1	884992535
151	372	5	879524819
282	327	5	879949417
87	196	5	879877681
51	182	3	883498790
102	625	3	883748418
116	751	3	890131577
110	578	3	886988536
197	55	3	891409982
299	588	4	877880852
279	1151	2	875744584
7	676	3	891354499
116	942	3	876454090
145	1245	5	875271397
195	300	3	890588925
99	50	5	885679998
92	709	2	875654590
293	132	4	888905481
102	161	2	888801876
291	7	5	874834481
246	1218	3	884922801
154	289	2	879138345
201	509	3	884111546
194	205	3	879524291
177	203	4	880131026
108	290	4	879880076
268	1249	2	875743793
293	39	3	888906804
189	634	3	893265506
312	921	5	891699295
79	100	5	891271652
305	50	5	886321799
117	151	4	880126373
221	327	4	875243968
46	307	3	883611430
303	176	5	879467260
286	154	4	877533381
234	808	2	892335707
18	496	5	880130470
314	535	4	877887002
271	714	3	885848863
42	195	5	881107949
101	405	4	877137015
254	188	3	886473672
311	203	5	884365201
261	340	5	890454045
176	258	4	886047026
62	114	4	879373568
88	750	2	891037276
207	1436	3	878191574
256	771	2	882164999
311	849	3	884365781
247	736	5	893097024
251	1014	5	886272486
201	206	2	884112029
7	228	4	891350845
254	575	3	886476165
222	1284	4	878184422
268	1	3	875742341
30	435	5	885941156
262	47	2	879794599
7	151	4	891352749
84	12	5	883452874
94	168	5	891721378
85	501	3	880838306
145	743	1	888398516
294	127	5	877819265
200	24	2	884127370
6	357	4	883602422
158	72	3	880135118
57	760	2	883697617
223	411	1	891550005
92	24	3	875640448
150	221	4	878747017
1	90	4	878542300
189	1005	4	893265971
151	89	5	879524491
95	1229	2	879198800
308	863	3	887736881
198	100	1	884207325
239	187	5	889178798
131	1281	4	883681561
270	97	4	876955633
267	403	4	878971939
180	737	3	877128327
303	209	5	879467328
314	95	5	877888168
230	378	5	880485159
303	435	5	879466491
151	1006	1	879524974
77	195	5	884733695
99	742	5	885679114
181	1342	1	878962168
94	347	5	891724950
215	144	4	891435107
296	248	5	884196765
16	471	3	877724845
178	209	4	882826944
186	470	5	879023693
