22	377	1	878887116
224	29	3	888104457
303	785	3	879485318
299	144	4	877881320
291	118	2	874833878
95	546	2	879196566
276	796	1	874791932
7	32	4	891350932
201	979	2	884114233
249	241	5	879641194
72	679	2	880037164
87	384	4	879877127
290	143	5	880474293
223	274	4	891550094
189	512	4	893277702
178	248	4	882823954
225	480	5	879540748
291	144	5	874835091
11	111	4	891903862
32	294	3	883709863
286	208	4	877531942
265	118	4	875320714
58	144	4	884304936
90	648	4	891384754
44	195	5	878347874
59	23	5	888205300
286	379	5	877533771
7	479	4	891352010
84	405	3	883452363
299	111	3	877878184
99	268	3	885678247
49	559	2	888067405
44	294	4	883612356
43	137	4	875975656
254	164	4	886472768
18	443	3	880130193
222	755	4	878183481
213	172	5	878955442
276	322	3	874786392
94	1217	3	891723086
256	452	4	882164999
56	755	3	892910207
207	476	2	884386343
224	26	3	888104153
52	280	3	882922806
58	1098	4	884304936
83	234	4	887665548
299	14	4	877877775
303	69	5	879467542
301	790	4	882078621
276	1091	3	874793035
14	98	3	890881335
303	815	3	879485532
301	56	4	882076587
38	153	5	892430369
275	98	4	875155140
119	222	5	874775311
222	118	4	877563802
181	3	2	878963441
13	198	3	881515193
145	237	5	875270570
154	357	4	879138713
222	77	4	878183616
13	215	5	882140588
145	15	2	875270655
101	829	3	877136138
1	33	4	878542699
184	321	5	889906967
303	134	5	879467959
69	256	5	882126156
254	662	4	887347350
276	2	4	874792436
63	1067	3	875747514
240	879	3	885775745
144	89	3	888105691
59	951	3	888206409
275	597	3	876197678
207	258	4	877879172
272	1393	2	879454663
130	1017	3	874953895
43	323	3	875975110
194	66	3	879527264
308	402	4	887740700
268	62	3	875310824
272	12	5	879455254
144	699	4	888106106
213	173	5	878955442
174	315	5	886432749
119	407	3	887038665
287	1	5	875334088
99	111	1	885678886
295	194	4	879517412
137	144	5	881433689
201	960	2	884112077
1	20	4	887431883
303	404	4	879468375
187	210	4	879465242
303	252	3	879544791
115	1067	4	881171009
116	350	3	886977926
73	480	4	888625753
290	50	5	880473582
62	712	4	879376178
11	732	3	891904596
224	77	4	888103872
193	869	3	889127811
64	381	4	879365491
10	611	5	877886722
221	943	4	875246759
90	900	4	891382309
244	265	4	880606634
305	71	3	886323684
119	382	5	874781742
231	181	4	888605273
288	132	3	886374129
301	33	4	882078228
72	699	3	880036783
90	259	2	891382392
56	121	5	892679480
178	845	4	882824291
79	303	4	891271203
269	198	4	891447062
56	546	3	892679460
271	1028	2	885848102
22	376	3	878887112
6	98	5	883600680
276	417	4	874792907
214	478	4	891544052
15	749	1	879455311
185	23	4	883524249
178	317	4	882826915
87	367	4	879876702
274	845	5	878945579
188	692	5	875072583
222	173	5	878183043
72	866	4	880035887
134	323	4	891732335
234	318	4	892078890
223	328	3	891548959
94	1220	3	891722678
268	217	2	875744501
16	55	5	877717956
92	515	4	875640800
239	1070	5	889179032
56	449	5	892679308
280	1049	2	891702486
295	739	4	879518319
295	39	4	879518279
159	1028	5	880557539
82	597	3	878768882
253	259	2	891628883
37	288	4	880915258
44	660	5	878347915
56	1047	4	892911290
108	100	4	879879720
286	357	4	877531537
181	405	4	878962919
44	443	5	878348289
194	23	4	879522819
276	294	4	874786366
305	654	4	886323937
64	736	4	889739212
191	751	3	891560753
7	378	5	891353011
59	92	5	888204997
21	129	4	874951382
58	9	4	884304328
173	328	5	877557028
43	203	4	883955224
125	190	5	892836309
254	357	3	886472466
270	98	5	876955868
190	977	2	891042938
223	11	3	891550649
218	208	3	877488366
68	742	1	876974198
195	273	4	878019342
99	1016	5	885678724
85	228	3	882813248
92	831	2	886443708
7	543	3	891351772
7	554	3	891354639
56	91	4	892683275
226	56	4	883889102
288	305	4	886372527
104	756	2	888465739
94	216	3	885870665
60	162	4	883327734
85	642	4	882995615
110	38	3	886988574
217	182	2	889070109
239	234	3	889178762
13	72	4	882141727
198	234	3	884207833
90	12	5	891383241
210	204	5	887730676
94	860	2	891723706
70	399	4	884068521
311	9	4	884963365
151	13	3	879542688
234	241	2	892335042
293	137	3	888904653
13	181	5	882140354
207	68	2	877125350
276	324	4	874786419
11	425	4	891904300
87	585	4	879877008
186	148	4	891719774
91	683	3	891438351
63	100	5	875747319
184	98	4	889908539
308	516	4	887736743
190	974	2	891625949
64	1063	3	889739539
21	324	4	874950889
220	333	3	881197771
158	128	2	880134296
75	237	2	884050309
223	1150	2	891549841
297	25	4	874954497
299	847	4	877877649
301	138	2	882079446
1	47	4	875072125
164	281	4	889401906
6	517	4	883602212
202	283	3	879727153
181	1332	1	878962278
222	22	5	878183285
76	61	4	875028123
223	423	3	891550684
145	355	3	888396967
179	339	1	892151366
234	98	4	892078567
223	763	3	891550067
250	196	4	878091818
97	670	5	884239744
49	68	1	888069513
29	189	4	882821942
94	174	4	885870231
56	447	4	892679067
58	173	5	884305353
230	138	3	880485197
151	835	5	879524199
110	568	3	886988449
305	483	5	886323068
44	240	4	878346997
14	174	5	890881294
112	331	4	884992603
5	1	4	875635748
62	433	5	879375588
293	166	3	888905520
160	160	5	876862078
172	580	4	875538028
44	507	3	878347392
109	1	4	880563619
77	91	3	884752924
197	302	3	891409070
18	182	4	880130640
291	428	5	874871766
274	748	5	878944406
70	419	5	884065035
199	268	5	883782509
11	740	4	891903067
184	277	3	889907971
104	300	3	888442275
180	1119	3	877128156
303	411	4	879483802
75	546	3	884050422
203	282	1	880434919
65	1142	4	879217349
263	1451	4	891299949
85	13	3	879452866
6	492	5	883601089
310	116	5	879436104
151	929	3	879543457
60	208	5	883326028
243	208	4	879989134
295	172	4	879516986
63	1007	5	875747368
45	109	5	881012356
285	151	5	890595636
222	148	2	881061164
72	28	4	880036824
115	8	5	881171982
13	396	3	882141727
95	1	5	879197329
34	312	4	888602742
151	485	5	879525002
282	288	4	879949367
303	145	1	879543573
168	1278	3	884287560
265	471	4	875320302
26	685	3	891371676
92	176	5	875652981
60	403	3	883327087
43	204	4	883956122
197	300	4	891409422
90	187	4	891383561
48	309	3	879434132
270	671	4	876956360
207	1046	4	875509787
85	83	4	886282959
194	647	4	879521531
59	387	3	888206562
103	24	4	880415847
194	478	3	879521329
87	9	4	879877931
