186	302	3	891717742
194	274	2	879539794
102	768	2	883748450
278	603	5	891295330
10	16	4	877888877
276	564	3	874791805
287	327	5	875333916
42	423	5	881107687
292	515	4	881103977
20	288	1	879667584
138	26	5	879024232
127	229	5	884364867
222	366	4	878183381
95	625	4	888954412
119	1153	5	874781198
293	685	3	888905170
250	496	4	878090499
271	132	5	885848672
42	96	5	881107178
110	307	4	886987260
72	195	5	880037702
224	245	3	888082216
262	1147	4	879791710
87	274	4	879876734
244	756	2	880605157
95	787	2	888954930
194	466	4	879525876
303	919	4	879467295
19	4	4	885412840
268	231	4	875744136
305	117	2	886324028
80	466	5	887401701
200	673	5	884128554
160	719	3	876857977
293	1267	3	888906966
26	930	2	891385985
161	202	5	891170769
125	235	2	892838559
125	478	4	879454628
16	944	1	877727122
305	214	2	886323068
303	842	2	879484804
36	339	5	882157581
70	746	3	884150257
28	201	3	881961671
297	133	4	875240090
7	382	4	891352093
181	872	1	878961814
201	146	1	884140579
123	427	3	879873020
279	501	3	875308843
201	695	1	884140115
296	705	5	884197193
16	64	5	877720297
77	484	5	884733766
270	452	4	876956264
181	1295	1	878961781
92	229	3	875656201
200	96	5	884129409
271	378	4	885849447
308	640	4	887737036
94	265	4	891721889
296	20	5	884196921
180	462	5	877544218
234	612	3	892079140
7	163	4	891353444
178	731	4	882827532
279	1181	4	875314001
151	197	5	879528710
254	436	2	886474216
301	604	4	882075994
64	392	3	889737542
268	436	3	875310745
293	135	5	888905550
114	505	3	881260203
181	325	2	878961814
216	228	3	880245642
92	587	3	875660408
13	892	3	882774224
213	176	4	878956338
215	211	4	891436202
189	1060	5	893264301
285	191	4	890595859
263	419	5	891299514
221	475	4	875244204
200	365	5	884129962
187	135	4	879465653
246	94	2	884923505
54	742	5	880934806
307	174	4	879283480
72	54	3	880036854
130	109	3	874953794
182	845	3	885613067
276	57	3	874787526
181	306	1	878962006
268	824	2	876518557
234	448	3	892335501
90	289	3	891382310
157	25	3	886890787
279	1497	2	890780576
308	55	3	887738760
82	508	2	884714249
62	12	4	879373613
152	301	3	880147407
217	597	4	889070087
75	284	2	884050393
269	507	4	891448800
239	1099	5	889179253
295	961	5	879519556
82	717	1	884714492
78	323	1	879633567
13	901	1	883670672
189	56	5	893265263
42	274	5	881105817
280	540	3	891702304
244	381	4	880604077
178	742	3	882823833
234	1462	3	892333865
207	13	3	875506839
256	127	4	882164406
181	762	2	878963418
213	235	1	878955115
246	665	4	884922831
18	86	4	880129731
90	25	5	891384789
2	292	4	888550774
22	80	4	878887227
274	405	4	878945840
290	161	4	880474293
234	10	3	891227851
308	187	5	887738760
276	64	5	874787441
192	948	3	881368302
122	509	4	879270511
85	588	3	880838306
201	1100	4	884112800
93	820	3	888705966
158	665	2	880134532
217	2	3	889069782
77	518	4	884753202
158	729	3	880133116
156	661	4	888185947
232	52	5	888550130
90	506	5	891383319
186	566	5	879023663
62	68	1	879374969
42	1028	4	881106072
77	474	5	884732407
90	258	3	891382121
66	877	1	883601089
87	82	5	879875774
90	22	4	891384357
92	121	5	875640679
65	806	4	879216529
270	25	5	876954456
94	572	3	891723883
239	272	5	889181247
216	55	5	880245145
254	121	3	886472369
161	48	1	891170745
95	233	4	879196354
311	654	3	884365075
235	70	5	889655619
104	301	2	888442275
286	298	4	875807004
104	285	4	888465201
110	944	3	886989501
68	237	5	876974133
305	512	4	886323525
279	1428	3	888465209
201	203	5	884114471
144	742	4	888104122
181	930	1	878963275
109	566	4	880578814
174	937	5	886432989
275	186	3	880314383
234	632	2	892079538
24	64	5	875322758
82	56	3	878769410
16	8	5	877722736
186	250	1	879023607
239	194	5	889178833
303	397	1	879543831
