5	1	1	5	4	963331200
12	1	1	12	3	966960000
18	1	1	18	5	968083200
39	1	1	39	5	1263830400
42	1	1	42	5	969811200
50	2	1	50	5	1077811200
61	2	1	61	5	1210089600
63	3	1	63	3	975859200
65	3	1	65	3	976982400
66	3	1	66	3	977414400
67	3	1	67	3	977414400
69	3	1	69	3	991065600
79	4	1	79	3	965145600
84	4	1	84	5	965836800
85	4	1	85	2	965836800
90	4	1	91	5	977673600
44	4	1	92	5	978105600
19	4	1	96	5	988300800
94	4	1	97	5	988560000
97	4	1	100	1	1079625600
99	4	1	102	4	1110384000
104	5	1	108	5	1136908800
62	6	1	116	5	1306166400
114	9	1	122	5	983462400
39	10	1	127	5	1306080000
119	10	1	128	4	1311955200
121	11	1	130	5	963763200
101	11	1	133	5	965577600
123	11	1	137	5	965750400
130	11	1	146	5	981388800
131	11	1	147	5	982425600
137	11	1	153	5	1001433600
156	12	1	173	3	967392000
157	12	1	174	3	967651200
161	12	1	178	3	991065600
24	12	1	184	3	969120000
159	13	1	199	3	986659200
185	14	1	217	2	1115308800
189	14	1	222	3	1232985600
39	14	1	223	1	1249228800
127	16	1	231	3	978796800
193	16	1	232	3	1001260800
163	16	1	234	3	1004112000
6	20	1	255	4	964540800
20	20	1	259	4	980352000
39	20	1	273	5	1306166400
229	21	1	286	3	985276800
232	21	1	292	1	1079539200
167	21	1	299	3	970761600
238	22	1	302	1	980092800
239	22	1	303	4	983203200
240	23	1	308	4	964022400
242	23	1	310	5	964281600
2	23	1	318	3	966009600
14	23	1	321	5	967651200
228	23	1	326	4	983548800
259	23	1	339	5	992620800
261	23	1	341	4	993744000
265	23	1	345	5	997804800
268	23	1	349	5	1008432000
163	23	1	352	2	1041436800
52	23	1	354	5	1084204800
61	23	1	363	5	1210694400
279	23	1	366	4	1265126400
267	23	1	370	5	970848000
39	24	1	376	4	1305648000
102	25	1	380	4	967392000
44	25	1	381	4	975340800
228	25	1	384	4	983548800
292	25	1	391	5	1000569600
294	25	1	393	4	1039968000
300	25	1	400	4	1271260800
111	27	1	409	5	964454400
314	29	1	422	1	963849600
38	29	1	423	4	961776000
316	29	1	426	2	967046400
317	29	1	427	2	974908800
318	29	1	428	3	975168000
319	29	1	430	4	983980800
320	29	1	432	4	994003200
205	29	1	435	2	1000656000
322	29	1	436	3	969379200
1	30	1	441	5	963331200
127	30	1	446	5	978796800
326	30	1	448	4	995644800
328	30	1	450	5	1155916800
61	32	1	465	5	1223049600
333	33	1	468	5	963331200
334	33	1	470	4	963676800
336	33	1	474	5	965318400
102	33	1	476	5	966009600
228	33	1	488	3	983548800
341	33	1	490	5	988300800
344	33	1	493	4	1140969600
128	34	1	507	3	977068800
205	34	1	511	2	985708800
358	36	1	516	4	962208000
359	36	1	517	2	974908800
361	36	1	521	4	976032000
181	36	1	523	4	977414400
366	36	1	530	4	982684800
368	36	1	532	4	986227200
370	36	1	536	4	990979200
249	36	1	539	4	991324800
373	36	1	542	5	991756800
377	36	1	546	5	992188800
383	36	1	553	5	997113600
389	36	1	560	5	1006531200
402	37	1	578	4	975600000
288	37	1	582	3	985536000
170	37	1	583	4	988128000
255	38	1	601	4	999792000
413	40	1	608	4	963331200
211	40	1	611	3	966096000
417	40	1	617	2	1004803200
419	40	1	620	3	1168617600
420	41	1	624	5	963590400
203	41	1	626	4	963763200
155	41	1	632	4	966268800
425	41	1	634	5	966700800
428	41	1	640	5	978883200
127	41	1	641	4	979488000
136	41	1	647	5	997804800
439	41	1	658	5	1163779200
441	41	1	660	5	1213632000
450	42	1	675	3	989769600
127	43	1	688	4	979488000
176	43	1	699	5	1248969600
203	44	1	701	3	963763200
100	44	1	706	3	1134662400
454	45	1	717	4	1238774400
197	46	1	719	4	963331200
420	46	1	720	3	963676800
70	46	1	723	2	990547200
452	46	1	725	1	1126540800
439	46	1	726	3	1178899200
176	46	1	727	3	1248969600
455	47	1	731	4	1110902400
146	47	1	732	5	1200153600
121	48	1	736	2	963331200
459	48	1	739	5	963331200
192	48	1	741	3	963331200
460	48	1	742	3	963331200
468	48	1	751	4	964022400
474	48	1	758	5	964627200
170	48	1	765	5	965491200
8	48	1	767	3	965577600
170	48	1	771	3	965923200
170	48	1	772	5	965923200
480	48	1	777	5	966268800
482	48	1	779	2	966700800
496	48	1	812	5	987782400
497	48	1	813	5	987955200
94	48	1	815	5	988646400
501	48	1	818	4	994348800
504	48	1	822	4	1002729600
506	48	1	824	2	1003075200
27	48	1	829	2	1014480000
514	48	1	837	4	1128787200
518	48	1	841	4	1141056000
521	48	1	844	4	1157126400
62	48	1	845	3	1221062400
522	48	1	846	4	1232121600
523	48	1	847	4	1232208000
106	48	1	848	3	1235059200
524	48	1	850	5	969811200
280	48	1	852	2	969897600
121	48	1	861	5	963244800
127	49	1	862	3	979660800
67	50	1	864	5	963676800
155	50	1	870	4	966268800
286	50	1	874	5	975772800
129	50	1	876	4	979920000
20	50	1	877	3	980352000
536	50	1	880	4	983376000
249	50	1	882	5	986572800
432	50	1	885	4	987696000
255	50	1	887	4	990892800
377	50	1	888	4	992275200
543	50	1	895	4	1011542400
546	50	1	898	4	1044979200
548	50	1	900	4	1078761600
550	50	1	902	1	1102435200
355	50	1	903	4	1163606400
106	50	1	906	4	1234540800
301	50	1	907	4	1304524800
480	51	1	918	4	970502400
557	52	1	920	5	1070899200
561	52	1	926	5	1141315200
563	53	1	930	5	964454400
87	53	1	931	5	965923200
567	53	1	935	5	966528000
570	53	1	939	4	966528000
576	53	1	945	5	966787200
583	53	1	952	1	966960000
588	53	1	959	4	967046400
594	53	1	965	5	967132800
226	53	1	971	5	967132800
604	53	1	980	4	967305600
375	53	1	1010	5	975945600
630	53	1	1021	2	983203200
318	53	1	1031	5	984931200
636	53	1	1034	5	985017600
638	53	1	1037	4	985276800
639	53	1	1039	5	985708800
640	53	1	1040	5	986313600
317	53	1	1043	4	987004800
16	53	1	1048	4	988732800
653	53	1	1059	3	992188800
409	53	1	1071	5	1001260800
95	53	1	1074	5	1004544000
670	53	1	1080	5	968601600
497	53	1	1083	4	1016985600
677	53	1	1090	4	968688000
683	53	1	1096	5	1089734400
684	53	1	1097	4	968947200
688	53	1	1101	4	969120000
702	53	1	1117	4	1224604800
705	53	1	1122	4	969897600
707	53	1	1125	3	970156800
399	53	1	1129	3	970502400
709	53	1	1130	4	970502400
711	53	1	1132	4	970761600
712	53	1	1133	5	970934400
714	53	1	1135	5	972835200
715	53	1	1136	4	972835200
425	54	1	1145	4	977328000
106	55	1	1157	3	1237824000
447	56	1	1165	5	961862400
155	56	1	1168	4	966268800
743	56	1	1199	5	1043769600
139	56	1	1203	5	1071072000
401	56	1	1207	5	1087488000
749	56	1	1208	5	1093795200
753	56	1	1213	5	969465600
189	56	1	1216	5	1232899200
755	56	1	1217	5	1244563200
757	56	1	1220	5	1276790400
764	57	1	1233	5	968688000
765	57	1	1234	5	968947200
704	57	1	1238	4	969724800
653	57	1	1240	4	970329600
12	58	1	1243	3	963676800
364	58	1	1244	1	981388800
160	58	1	1245	4	988300800
161	58	1	1248	3	1050940800
225	59	1	1255	5	961862400
129	59	1	1260	5	978710400
391	59	1	1268	4	995040000
779	59	1	1272	4	1000396800
782	59	1	1277	5	1005235200
783	59	1	1278	5	1007136000
786	59	1	1282	4	1055001600
790	59	1	1288	4	1160236800
142	60	1	1318	5	1119542400
176	60	1	1319	5	1248969600
356	60	1	1320	2	1294761600
200	61	1	1328	2	1253721600
807	61	1	1329	3	1355760000
150	62	1	1332	5	963676800
810	62	1	1340	5	962208000
553	62	1	1342	5	967564800
157	62	1	1343	5	967651200
228	62	1	1350	5	983548800
163	62	1	1361	5	998668800
742	62	1	1364	5	1030809600
749	62	1	1368	5	1094227200
817	62	1	1372	5	1105200000
55	62	1	1373	5	1105891200
39	62	1	1384	5	1306166400
822	62	1	1385	5	970416000
238	64	1	1393	5	983116800
356	64	1	1399	2	1261152000
161	65	1	1402	5	963331200
67	65	1	1409	4	967132800
716	65	1	1413	4	978451200
374	65	1	1417	5	985276800
354	65	1	1422	4	988560000
168	65	1	1424	5	989596800
837	65	1	1429	5	990806400
499	65	1	1431	5	994348800
733	65	1	1433	5	999273600
74	65	1	1434	4	1000828800
841	65	1	1440	5	1058630400
852	67	1	1464	4	995472000
666	67	1	1467	5	1014825600
854	67	1	1471	5	1099411200
301	67	1	1478	5	1279641600
859	67	1	1479	4	1340985600
861	67	1	1481	4	1369843200
862	67	1	1482	4	1376236800
864	68	1	1487	3	1095350400
865	70	1	1489	2	1085414400
866	70	1	1490	3	1094054400
874	73	1	1506	4	1092412800
790	74	1	1511	4	1155225600
877	75	1	1512	4	998323200
885	75	1	1525	5	998668800
889	75	1	1529	5	999705600
892	75	1	1532	5	1001174400
894	75	1	1534	5	1006012800
895	75	1	1536	5	1011888000
903	75	1	1546	5	1051545600
905	75	1	1548	5	1098633600
908	75	1	1551	4	1138032000
910	77	1	1556	5	998064000
369	77	1	1578	5	999273600
891	77	1	1590	5	1000828800
931	77	1	1594	5	1001606400
939	77	1	1605	2	1027958400
942	77	1	1610	4	1105632000
98	78	1	1613	5	1080144000
948	78	1	1618	5	1177344000
41	78	1	1620	5	1281974400
950	79	1	1622	5	1082995200
952	79	1	1624	4	1157126400
98	80	1	1633	5	1076342400
127	82	1	1649	4	979056000
19	82	1	1650	5	980956800
967	82	1	1652	5	1011801600
968	82	1	1653	5	1035561600
106	82	1	1662	3	1228838400
975	82	1	1663	3	1232899200
224	82	1	1664	4	963158400
978	83	1	1668	5	1025798400
981	83	1	1675	5	1026144000
989	83	1	1684	5	1027440000
920	83	1	1687	5	1027526400
901	83	1	1696	4	1031155200
1003	83	1	1706	5	1047052800
1008	83	1	1711	4	1060099200
163	83	1	1714	4	1073923200
842	83	1	1716	3	1093363200
397	83	1	1717	5	1094400000
35	83	1	1721	4	1106496000
454	84	1	1733	4	1227628800
444	84	1	1734	5	1297872000
1026	85	1	1745	5	1032105600
1028	85	1	1749	4	1032278400
1029	85	1	1750	4	1032364800
182	85	1	1775	4	1048953600
1055	85	1	1783	4	1063555200
1056	85	1	1784	2	1063814400
1059	85	1	1787	4	1073232000
163	85	1	1790	2	1076169600
513	85	1	1793	4	1093449600
1063	85	1	1794	5	1093708800
1067	85	1	1798	2	1136304000
1071	86	1	1804	4	1030377600
161	86	1	1809	4	1031068800
388	86	1	1810	5	1031068800
1075	86	1	1811	4	1031241600
461	86	1	1816	3	1055865600
40	86	1	1825	3	1283011200
1081	87	1	1826	3	1034697600
1082	87	1	1827	2	1097596800
1073	88	1	1828	3	1042214400
1042	88	1	1831	4	1042473600
1086	88	1	1834	3	1043078400
1090	88	1	1840	3	1066838400
1099	89	1	1853	5	1051804800
1103	90	1	1858	4	1047571200
1107	90	1	1863	4	1080403200
1108	90	1	1864	5	1126022400
1110	90	1	1866	1	1227283200
1113	91	1	1872	5	1060617600
1115	91	1	1875	4	1065110400
794	91	1	1889	5	1189699200
1133	92	1	1902	5	1054656000
747	92	1	1913	5	1094745600
1143	92	1	1914	4	1096992000
1145	92	1	1918	3	1255968000
1146	92	1	1920	4	1315152000
1148	93	1	1923	3	1023638400
1071	93	1	1928	2	1034784000
1152	93	1	1931	2	1036944000
207	93	1	1937	2	1079107200
200	93	1	1941	2	1258300800
1160	94	1	1946	4	1066838400
1161	94	1	1948	5	1256486400
1162	95	1	1950	1	1086624000
409	95	1	1951	1	1085587200
1164	95	1	1953	3	1093536000
1165	95	1	1954	2	1160755200
1171	97	1	1961	5	1163174400
1172	97	1	1962	5	1203177600
1187	98	1	1980	5	1084723200
1192	98	1	1985	4	1091376000
1194	98	1	1987	5	1094054400
1201	98	1	1996	1	1115481600
1203	98	1	1998	4	1127145600
1204	98	1	1999	5	1128441600
95	98	1	2001	4	1139932800
1206	98	1	2002	5	1140969600
1208	98	1	2004	4	1141315200
1213	98	1	2009	5	1187798400
1221	99	1	2021	5	1101052800
1225	101	1	2028	4	1092067200
681	101	1	2032	3	1092153600
1232	101	1	2036	4	1092326400
1075	101	1	2041	4	1092931200
1236	101	1	2042	4	1093017600
1238	101	1	2044	5	1093190400
1248	101	1	2055	4	1093968000
1253	101	1	2061	4	1094486400
1254	101	1	2062	3	1094918400
1259	101	1	2068	4	1102608000
1260	101	1	2069	5	1103299200
1262	101	1	2072	5	1105459200
1265	101	1	2079	5	1119456000
1269	101	1	2083	5	1133712000
1270	101	1	2084	5	1137168000
1279	101	1	2094	4	1179072000
1286	101	1	2102	5	1205251200
1289	101	1	2105	4	1212768000
1290	101	1	2106	4	1235232000
1295	102	1	2114	2	1094140800
1300	102	1	2124	4	1105718400
35	102	1	2125	4	1105804800
1301	102	1	2126	4	1110211200
1304	103	1	2134	5	1096473600
1316	103	1	2146	5	1117468800
1317	103	1	2147	5	1118678400
161	103	1	2149	4	1124208000
520	103	1	2157	5	1153497600
1324	103	1	2159	5	1161100800
1325	103	1	2160	4	1166544000
1328	104	1	2164	3	1097078400
1309	104	1	2166	4	1099929600
1331	105	1	2174	5	1237392000
1333	105	1	2176	5	1377532800
1335	106	1	2179	5	1140710400
946	106	1	2180	5	1145548800
1336	106	1	2181	5	1155830400
1339	108	1	2188	2	1143216000
562	116	1	2199	4	1303920000
189	117	1	2200	5	1231603200
58	119	1	2202	4	1141401600
1345	120	1	2205	4	1171382400
105	120	1	2206	5	1177516800
188	121	1	2207	5	1216224000
1343	126	1	2215	4	1145548800
1356	131	1	2224	4	1161100800
1360	135	1	2233	4	1130774400
1362	138	1	2240	5	1116777600
1364	138	1	2242	5	1222876800
1361	141	1	2249	4	1160236800
1370	144	1	2254	4	1114272000
1373	145	1	2257	4	1146499200
146	150	1	2276	4	1201017600
1389	155	1	2286	5	1141660800
200	155	1	2287	4	1205683200
1343	157	1	2290	5	1173542400
189	164	1	2301	3	1231603200
1399	167	1	2309	5	1183910400
1402	168	1	2314	4	1230739200
438	171	1	2321	4	1138118400
310	174	1	2330	4	1123516800
58	176	1	2332	3	1181145600
1268	177	1	2334	1	1110988800
1411	177	1	2335	1	1149696000
1416	178	1	2342	4	1173542400
106	178	1	2344	2	1220457600
175	178	1	2345	1	1244476800
141	179	1	2350	5	1111334400
1361	182	1	2358	4	1164384000
945	183	1	2361	2	1306339200
56	187	1	2366	2	1137945600
1426	189	1	2371	4	1144252800
1348	191	1	2373	3	1129132800
146	191	1	2375	1	1203091200
398	192	1	2378	4	1209484800
1359	192	1	2380	4	1268236800
1431	193	1	2387	4	1149782400
1432	193	1	2388	4	1153065600
1435	193	1	2391	3	1180022400
1437	193	1	2393	4	1199203200
1068	193	1	2394	2	1199289600
62	193	1	2395	4	1316707200
1439	196	1	2400	5	1132502400
1440	196	1	2402	3	1133366400
1446	196	1	2412	1	1150905600
1456	196	1	2426	4	1342022400
40	197	1	2431	3	1275494400
1460	198	1	2433	4	1208534400
1330	199	1	2436	5	1151078400
1464	199	1	2440	3	1199721600
1465	199	1	2443	5	1224777600
817	202	1	2464	5	1186416000
522	202	1	2468	5	1232121600
186	203	1	2473	4	1157731200
1485	203	1	2475	4	1232121600
1384	205	1	2479	5	1183046400
1494	209	1	2488	4	1268496000
1495	210	1	2489	4	1188230400
1257	211	1	2490	5	1128960000
1498	211	1	2496	5	1130774400
1374	211	1	2499	5	1141228800
1499	211	1	2500	5	1142006400
161	211	1	2501	4	1143302400
1502	211	1	2505	4	1159027200
1509	211	1	2514	5	1221321600
1511	212	1	2516	5	1146326400
1330	212	1	2518	5	1151164800
1513	212	1	2519	5	1151510400
1518	212	1	2524	5	1189008000
1524	212	1	2531	3	1234368000
1527	212	1	2534	5	1335456000
1528	214	1	2536	5	1183996800
1530	215	1	2539	2	1147968000
1539	215	1	2549	4	1180108800
1386	220	1	2565	4	1171468800
189	221	1	2568	5	1233936000
106	222	1	2572	3	1217606400
1415	223	1	2576	4	1161792000
1552	223	1	2578	1	1173974400
398	223	1	2580	3	1200931200
1557	224	1	2584	4	1166716800
1562	224	1	2589	5	1181145600
1563	224	1	2590	5	1181577600
1565	224	1	2592	5	1186588800
1568	225	1	2595	4	1148918400
1572	232	1	2606	5	1245081600
1340	233	1	2607	4	1155312000
1575	234	1	2611	1	1318262400
1419	239	1	2623	4	1163174400
200	239	1	2624	5	1238256000
1585	240	1	2630	4	1236960000
1588	243	1	2638	4	1171814400
1591	249	1	2649	5	1168444800
1603	257	1	2668	5	1186934400
1605	257	1	2670	5	1194883200
1588	257	1	2671	4	1197475200
771	257	1	2674	3	1282147200
1607	258	1	2676	4	1250697600
200	267	1	2688	3	1203955200
